currency,payment_channel,merchant_country,mcc,card_present,card_entry_mode,auth_result,pin_verif_method,tokenised,recurring_flag,cross_border,auth_characteristics,message_type,term_location,day_name,time_period,ip_score_bin,ip_score_risk_group,decline_rate_risk_group,credit_util_risk_group,txn_count_7d_group,txn_velocity_group,night_ratio_group,amount_to_mean_group,amount_to_max_group,night_unusual_group,high_ip_high_amount_flag,high_decline_high_amount_flag,private_ip_high_score_flag,high_velocity_high_amount_flag,low_mcc_entropy_x_low_night_ratio,low_mcc_entropy_x_high_max_amount_30d,low_mcc_entropy_x_card_not_present,low_night_ratio_x_high_max_amount_30d,cross_border_x_low_country_diversity,high_ip_score_x_card_not_present,amount,mean_amount_30d,std_amount_30d,max_amount_30d,night_ratio_30d,mcc_entropy_30d,distinct_merchants_7d,distinct_countries_30d,device_diversity_30d,decline_rate_30d,chargebacks_365d,credit_util_today,ip_score,txn_count_7d,txn_count_30d,txn_count_ratio_7d_30d,hour,amount_to_mean_30d,amount_to_max_30d,night_unusual_score,fraud
HKD,POS_TERMINAL,VN,5480,False,CHIP,BIOMETRIC_PASS,NONE,True,MOTO_MAIL,False,FORCE_POST,0110-AuthRsp,CALL_CENTER,Friday,afternoon,low,low,medium,high,gt_20,low,high,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,32200.81,5.04,1.17,111584.45,0.815,2.143,32,17,11,0.182,3,0.701,0.1863,32.0,150.0,0.2119205298013245,12,5331.259933774834,0.288575347413126,0.0,0
USD,POS_TERMINAL,ID,3135,False,CONTACTLESS,CVV_FAIL,ONLINE_PIN,False,INSTALLMENT_PLAN,False,E_COMMERCE,0100-AuthReq,ONLINE_PORTAL,Friday,morning,medium,medium,low,very_high,gt_20,very_low,high,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,136345.0,10.53,1.8,224453.91,0.77,1.653,85,13,14,0.033,0,1.186,0.35,69.0,393.0,0.1751269035532995,6,11825.238508239376,0.6074493981887052,0.0,0
CNY,API_SERVER,US,3279,False,TOKEN_IN_APP,CVV_PASS,OFFLINE_PIN,False,SINGLE_PURCHASE,False,MOBILE_TOKEN,0200-FinReq,CALL_CENTER,Monday,evening,low,low,medium,very_high,gt_20,low,medium,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,0,61128.57,9.81,3.52,6172.63,0.578,3.508,20,8,10,0.155,0,1.415,0.0625,85.0,335.0,0.25297619047619047,21,5654.816836262719,9.901560346182068,0.0,0
USD,MOBILE_APP,KR,3182,False,MANUAL_KEYED,BIOMETRIC_FAIL,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,False,FORCE_POST,0110-AuthRsp,MOBILE_APP,Wednesday,afternoon,low,low,medium,medium,gt_20,low,medium,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,197158.81,11.57,1.0,70637.82,0.382,2.193,34,1,27,0.259,0,0.381,0.0497,96.0,390.0,0.24552429667519182,12,15684.86953062848,2.7910830050671853,0.0,0
USD,ATM,DE,7164,False,MANUAL_KEYED,CVV_PASS,ONLINE_PIN,False,SINGLE_PURCHASE,False,E_COMMERCE,0510-AdviceRsp,CALL_CENTER,Saturday,evening,medium,medium,medium,high,gt_20,very_low,low,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,11016.9,6.62,4.12,194947.27,0.252,1.213,14,8,7,0.221,0,0.745,0.2493,87.0,491.0,0.17682926829268292,19,1445.787401574803,0.05651191467356956,0.0,0
USD,IVR_PHONE,TH,7756,False,TOKEN_IN_APP,BIOMETRIC_FAIL,SIGNATURE,False,RECURRING_SUBSCRIPTION,False,CARD_PRESENT,0200-FinReq,KIOSK,Monday,evening,high,high,medium,very_high,11_20,very_low,medium,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,1,11994.55,7.53,2.99,147723.24,0.553,1.222,48,12,18,0.187,0,1.83,0.5316,18.0,110.0,0.16216216216216217,21,1406.16060961313,0.08119554380513314,0.0,0
EUR,WEB_BROWSER,CA,3011,True,CHIP,BIOMETRIC_FAIL,NONE,True,MOTO_PHONE,False,E_COMMERCE,0500-Advice,BRANCH_COUNTER,Wednesday,evening,medium,medium,medium,very_high,gt_20,very_low,very_low,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,76176.77,5.15,2.3,212097.31,0.034,1.269,102,18,37,0.184,0,1.932,0.2538,22.0,212.0,0.10328638497652583,21,12386.466666666667,0.3591578358167965,0.0,0
EUR,WEB_BROWSER,DE,5830,False,CONTACTLESS,AVS_PASS,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,False,FALLBACK_MAG,0210-FinRsp,CALL_CENTER,Wednesday,night,medium,medium,medium,very_high,gt_20,very_low,low,extreme,below_half_max,high,0,0,0,0,0,0,0,0,0,0,76754.54,5.36,1.18,200766.18,0.215,3.145,110,24,14,0.117,0,1.415,0.2426,52.0,425.0,0.12206572769953052,3,12068.323899371067,0.3823062116029124,0.785,0
USD,SMART_WATCH,MY,5275,False,CHIP,BIOMETRIC_PASS,SIGNATURE,False,INSTALLMENT_PLAN,False,FORCE_POST,0210-FinRsp,CALL_CENTER,Friday,evening,medium,medium,high,medium,2_5,very_low,medium,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,80479.64,5.46,1.19,54632.81,0.339,2.04,90,23,31,0.35,0,0.459,0.2502,4.0,69.0,0.05714285714285714,18,12458.148606811146,1.47307390789696,0.0,0
USD,POS_TERMINAL,CA,7020,True,MAGSTRIPE,3DS_FAIL,ONLINE_PIN,True,RECURRING_SUBSCRIPTION,True,E_COMMERCE,0510-AdviceRsp,CALL_CENTER,Wednesday,night,medium,medium,medium,very_high,gt_20,very_low,very_low,extreme,near_max,very_high,0,0,0,0,0,0,0,0,0,0,94305.94,5.25,1.44,172642.7,0.095,1.476,75,22,15,0.227,0,1.787,0.4058,41.0,367.0,0.11141304347826086,4,15088.9504,0.5462460547358519,0.905,0
KRW,ATM,HK,4510,True,TOKEN_IN_APP,AVS_FAIL,SIGNATURE,False,MOTO_MAIL,False,CARD_PRESENT,0100-AuthReq,MOBILE_APP,Wednesday,afternoon,low,low,medium,very_high,gt_20,high,high,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,161356.74,6.56,5.32,48232.09,0.752,3.818,22,13,25,0.227,0,0.937,0.1807,41.0,46.0,0.8723404255319149,13,21343.484126984127,3.3453535736565914,0.0,0
USD,SMART_WATCH,IN,5400,True,CHIP,3DS_PASS,OFFLINE_PIN,False,INSTALLMENT_PLAN,False,E_COMMERCE,0210-FinRsp,ONLINE_PORTAL,Sunday,evening,low,low,medium,high,6_10,medium,medium,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,35201.3,5.18,4.94,82409.01,0.594,0.318,75,17,36,0.163,0,0.658,0.0871,10.0,16.0,0.5882352941176471,20,5696.003236245955,0.4271483524877622,0.0,0
AUD,WEB_BROWSER,CN,7249,False,TOKEN_IN_APP,BIOMETRIC_FAIL,NONE,False,MOTO_PHONE,False,MOBILE_TOKEN,0210-FinRsp,MOBILE_APP,Friday,afternoon,medium,medium,medium,low,gt_20,medium,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,93658.56,8.98,1.41,73663.87,0.772,0.549,69,22,19,0.195,0,0.202,0.2418,81.0,136.0,0.5912408759124088,17,9384.625250501002,1.271414176119499,0.0,0
USD,POS_TERMINAL,US,4786,True,TOKEN_IN_APP,BIOMETRIC_FAIL,SIGNATURE,False,MOTO_PHONE,False,E_COMMERCE,0500-Advice,KIOSK,Thursday,morning,low,low,medium,very_high,gt_20,medium,medium,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,20462.1,6.2,3.82,64902.86,0.458,0.461,20,17,25,0.112,0,1.905,0.092,78.0,133.0,0.582089552238806,6,2841.958333333333,0.31526784385397105,0.0,0
SGD,API_SERVER,SG,3331,False,MAGSTRIPE,CVV_FAIL,SIGNATURE,False,MOTO_MAIL,False,MOBILE_TOKEN,0110-AuthRsp,ONLINE_PORTAL,Wednesday,afternoon,low,low,medium,high,gt_20,high,medium,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,16217.61,5.07,1.6,12832.96,0.304,0.61,18,19,15,0.112,0,0.786,0.191,26.0,29.0,0.8666666666666667,15,2671.7644151565073,1.263648164712996,0.0,0
VND,WEB_BROWSER,FR,3077,True,CONTACTLESS,AVS_PASS,OFFLINE_PIN,True,RECURRING_SUBSCRIPTION,False,CRYPTOGRAM_PRESENT,0510-AdviceRsp,ONLINE_PORTAL,Tuesday,evening,low,low,low,very_high,gt_20,very_low,medium,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,176544.94,6.76,3.17,94652.55,0.523,2.135,120,4,4,0.056,0,1.176,0.0991,62.0,367.0,0.16847826086956522,18,22750.636597938144,1.8651697691211793,0.0,0
USD,WEB_BROWSER,FR,5909,False,MAGSTRIPE,CVV_PASS,OFFLINE_PIN,True,INSTALLMENT_PLAN,True,CRYPTOGRAM_PRESENT,0500-Advice,CALL_CENTER,Saturday,morning,medium,medium,low,very_high,gt_20,very_low,high,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,165988.21,7.34,2.11,218887.25,0.955,2.336,102,10,37,0.1,0,1.622,0.2471,70.0,447.0,0.15625,7,19902.663069544364,0.7583239849557936,0.0,0
GBP,WEB_BROWSER,GB,4219,False,MANUAL_KEYED,AVS_FAIL,NONE,True,SINGLE_PURCHASE,False,CARD_PRESENT,0400-Reversal,MOBILE_APP,Tuesday,night,high,high,medium,very_high,gt_20,low,high,extreme,below_half_max,low,0,0,0,0,0,0,0,0,0,1,26716.47,6.63,1.67,164335.84,0.781,3.838,12,11,21,0.198,0,1.703,0.7246,76.0,372.0,0.2037533512064343,3,3501.503276539974,0.1625713990849526,0.21899999999999997,0
USD,POS_TERMINAL,ZA,4872,False,QR_CODE,CVV_PASS,NONE,False,RECURRING_SUBSCRIPTION,False,CARD_PRESENT,0110-AuthRsp,MOBILE_APP,Wednesday,morning,low,low,medium,very_high,gt_20,high,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,131390.37,5.8,2.69,118255.41,0.865,3.397,5,4,26,0.125,0,1.255,0.1269,43.0,49.0,0.86,11,19322.113235294117,1.1110634087403803,0.0,0
GBP,ATM,GB,4281,False,CHIP,AVS_PASS,OFFLINE_PIN,True,SINGLE_PURCHASE,False,MOBILE_TOKEN,0110-AuthRsp,BRANCH_COUNTER,Wednesday,afternoon,high,high,medium,very_high,gt_20,medium,high,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,1,133146.24,6.44,4.66,8012.92,0.916,1.976,70,11,14,0.143,0,1.744,0.5493,97.0,190.0,0.5078534031413613,12,17895.999999999996,16.61437099446962,0.0,0
JPY,ATM,JP,3007,True,TOKEN_IN_APP,BIOMETRIC_FAIL,NONE,True,MOTO_MAIL,False,CARD_PRESENT,0420-RepeatRev,KIOSK,Wednesday,afternoon,low,low,medium,low,gt_20,very_low,very_low,extreme,near_max,not_night,0,0,0,0,1,0,0,0,0,0,92018.73,10.99,1.08,148665.49,0.078,0.367,20,8,3,0.123,0,0.3,0.1302,80.0,401.0,0.19900497512437812,13,7674.623019182652,0.618960802800954,0.0,1
CAD,MOBILE_APP,GB,3221,False,MANUAL_KEYED,3DS_PASS,SIGNATURE,False,INSTALLMENT_PLAN,False,FALLBACK_MAG,0510-AdviceRsp,WEARABLE_PAY,Saturday,night,low,low,medium,high,gt_20,very_low,high,extreme,near_max,low,0,0,0,0,0,0,0,0,0,0,123104.57,9.45,2.22,158670.16,0.73,2.919,111,20,17,0.102,0,0.629,0.1037,23.0,460.0,0.049891540130151846,2,11780.34162679426,0.7758471671852655,0.27,0
THB,API_SERVER,JP,5405,False,CHIP,AVS_PASS,NONE,False,RECURRING_SUBSCRIPTION,False,MOBILE_TOKEN,0420-RepeatRev,CALL_CENTER,Monday,morning,low,low,medium,very_high,gt_20,very_low,high,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,0,170412.28,5.93,1.0,30895.68,0.976,1.476,83,14,5,0.242,0,1.528,0.0606,26.0,363.0,0.07142857142857142,8,24590.516594516594,5.515553127391033,0.0,0
USD,IVR_PHONE,VN,4097,False,CONTACTLESS,BIOMETRIC_FAIL,NONE,False,MOTO_PHONE,False,E_COMMERCE,0500-Advice,ONLINE_PORTAL,Friday,night,medium,medium,high,low,2_5,very_low,medium,extreme,much_above_max,high,0,0,0,0,0,0,0,0,0,0,142521.1,9.01,2.0,29854.88,0.31,3.289,55,1,17,0.32,0,0.13,0.3206,2.0,186.0,0.0106951871657754,4,14237.87212787213,4.77363588010134,0.69,0
GBP,MOBILE_APP,IN,4756,True,CONTACTLESS,AVS_PASS,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,True,CRYPTOGRAM_PRESENT,0210-FinRsp,POS_TERMINAL,Thursday,afternoon,low,low,medium,low,11_20,low,medium,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,106941.44,8.1,2.97,51032.95,0.451,1.365,64,9,10,0.208,0,0.041,0.0713,18.0,75.0,0.23684210526315788,17,11751.806593406594,2.0954960374417424,0.0,0
AUD,MOBILE_APP,BR,4595,False,MANUAL_KEYED,3DS_PASS,OFFLINE_PIN,True,RECURRING_SUBSCRIPTION,True,CRYPTOGRAM_PRESENT,0200-FinReq,ONLINE_PORTAL,Sunday,night,low,low,medium,medium,gt_20,low,high,extreme,near_max,low,0,0,0,0,0,0,0,0,1,0,152163.44,12.75,1.01,187776.17,0.96,3.095,71,2,39,0.161,0,0.584,0.1499,78.0,182.0,0.4262295081967213,2,11066.432,0.8103404689718138,0.040000000000000036,0
CNY,POS_TERMINAL,PH,5895,True,CONTACTLESS,3DS_PASS,ONLINE_PIN,False,SINGLE_PURCHASE,False,FALLBACK_MAG,0510-AdviceRsp,KIOSK,Saturday,morning,medium,medium,high,very_high,gt_20,high,high,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,5927.13,5.35,4.74,209758.63,0.628,3.366,112,20,1,0.302,0,1.908,0.489,74.0,78.0,0.9367088607594937,9,933.4062992125985,0.028256771810667287,0.0,0
KRW,ATM,ZA,5335,True,CONTACTLESS,BIOMETRIC_PASS,OFFLINE_PIN,False,RECURRING_SUBSCRIPTION,False,CRYPTOGRAM_PRESENT,0510-AdviceRsp,MOBILE_APP,Sunday,evening,low,low,medium,high,gt_20,very_low,very_low,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,77314.87,5.15,3.61,65653.14,0.096,3.644,116,9,16,0.168,2,0.797,0.1549,72.0,480.0,0.1496881496881497,21,12571.52357723577,1.1776084493681587,0.0,0
HKD,API_SERVER,CN,5181,False,CHIP,3DS_FAIL,SIGNATURE,True,SINGLE_PURCHASE,False,E_COMMERCE,0420-RepeatRev,MOBILE_APP,Friday,evening,low,low,medium,very_high,gt_20,very_low,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,28970.32,11.74,1.1,20972.69,0.699,2.931,68,8,28,0.108,0,1.502,0.0746,55.0,452.0,0.12141280353200883,20,2273.9654631083204,1.381269581079915,0.0,0
USD,SMART_WATCH,HK,5958,False,CONTACTLESS,3DS_PASS,ONLINE_PIN,False,MOTO_PHONE,False,CRYPTOGRAM_PRESENT,0500-Advice,CALL_CENTER,Wednesday,night,medium,medium,medium,very_high,gt_20,low,medium,extreme,above_max,medium,0,0,0,0,0,0,1,0,0,0,187502.45,6.4,2.32,93900.07,0.416,0.059,4,15,23,0.144,0,1.275,0.3424,87.0,387.0,0.22422680412371135,1,25338.16891891892,1.9968084495735778,0.5840000000000001,0
USD,POS_TERMINAL,HK,3204,True,QR_CODE,CVV_FAIL,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,False,MOBILE_TOKEN,0420-RepeatRev,BRANCH_COUNTER,Thursday,morning,high,high,medium,high,gt_20,medium,low,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,105152.88,6.63,2.97,217960.19,0.167,1.207,58,5,31,0.269,1,0.64,0.5214,54.0,73.0,0.7297297297297297,6,13781.504587155963,0.4824385478901083,0.0,0
THB,WEB_BROWSER,IN,7519,False,QR_CODE,CVV_FAIL,OFFLINE_PIN,True,SINGLE_PURCHASE,True,FORCE_POST,0500-Advice,CALL_CENTER,Saturday,afternoon,low,low,medium,medium,gt_20,high,medium,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,55650.66,17.9,4.02,26461.67,0.575,2.957,55,15,37,0.253,0,0.368,0.0818,65.0,71.0,0.9027777777777778,13,2944.4793650793654,2.102987340279723,0.0,0
GBP,SMART_WATCH,AE,4140,False,MANUAL_KEYED,CVV_PASS,NONE,True,INSTALLMENT_PLAN,True,CRYPTOGRAM_PRESENT,0100-AuthReq,CALL_CENTER,Tuesday,night,medium,medium,medium,medium,gt_20,very_low,medium,extreme,much_above_max,medium,0,0,0,0,0,0,0,0,0,0,144077.47,5.49,7.0,69443.03,0.528,3.232,96,17,22,0.278,0,0.567,0.2585,45.0,266.0,0.16853932584269662,2,22199.918335901388,2.0747279499764053,0.472,0
CHF,POS_TERMINAL,IN,7291,False,TOKEN_IN_APP,CVV_FAIL,NONE,True,MOTO_MAIL,False,FORCE_POST,0100-AuthReq,CALL_CENTER,Tuesday,late_evening,low,low,medium,very_high,gt_20,low,low,extreme,near_max,high,0,0,0,0,0,0,0,0,0,0,162677.97,10.02,8.71,196773.05,0.181,0.707,21,3,22,0.107,0,1.499,0.1333,81.0,184.0,0.43783783783783786,23,14762.066243194193,0.8267247129385201,0.819,0
USD,MOBILE_APP,TH,3023,True,QR_CODE,CVV_FAIL,ONLINE_PIN,False,MOTO_PHONE,True,FORCE_POST,0500-Advice,WEARABLE_PAY,Thursday,afternoon,high,high,medium,low,gt_20,very_low,high,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,166054.4,12.4,1.15,50962.58,0.967,2.954,114,22,10,0.113,0,0.267,0.572,28.0,314.0,0.08888888888888889,17,12392.119402985074,3.2582954337195305,0.0,0
GBP,SMART_WATCH,TH,5021,False,MAGSTRIPE,CVV_PASS,NONE,True,INSTALLMENT_PLAN,False,MOBILE_TOKEN,0210-FinRsp,MOBILE_APP,Monday,late_evening,medium,medium,low,very_high,11_20,very_low,low,extreme,below_half_max,high,0,0,0,0,0,0,0,0,0,0,77020.63,8.56,1.14,238860.8,0.153,3.98,90,22,30,0.087,0,1.859,0.2964,20.0,269.0,0.07407407407407407,23,8056.551255230125,0.3224485036954423,0.847,0
CNY,MOBILE_APP,GB,5308,True,CHIP,BIOMETRIC_FAIL,OFFLINE_PIN,False,SINGLE_PURCHASE,True,CRYPTOGRAM_PRESENT,0420-RepeatRev,WEARABLE_PAY,Monday,morning,high,high,medium,low,gt_20,very_low,high,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,1,0,18911.14,5.99,1.55,230158.19,0.695,1.8,14,2,13,0.262,0,0.072,0.534,52.0,398.0,0.13032581453634084,8,2705.456366237482,0.08216547859766103,0.0,0
CAD,SMART_WATCH,PH,5197,False,MAGSTRIPE,AVS_PASS,OFFLINE_PIN,True,MOTO_MAIL,False,CARD_PRESENT,0420-RepeatRev,WEARABLE_PAY,Monday,afternoon,low,low,medium,medium,6_10,low,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,81277.35,8.81,4.16,77598.09,0.83,3.355,47,25,5,0.129,0,0.317,0.1058,7.0,26.0,0.25925925925925924,14,8285.152905198776,1.0474008135920152,0.0,0
USD,MOBILE_APP,KR,7884,False,MAGSTRIPE,3DS_FAIL,SIGNATURE,False,MOTO_MAIL,False,CRYPTOGRAM_PRESENT,0100-AuthReq,POS_TERMINAL,Tuesday,afternoon,medium,medium,medium,medium,gt_20,low,medium,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,0,153759.71,5.35,1.84,13478.5,0.459,0.871,60,11,5,0.14,0,0.314,0.3664,31.0,78.0,0.3924050632911392,12,24214.12755905512,11.406929782261953,0.0,0
USD,SMART_WATCH,ID,3123,True,QR_CODE,CVV_FAIL,NONE,False,RECURRING_SUBSCRIPTION,False,MOBILE_TOKEN,0510-AdviceRsp,POS_TERMINAL,Friday,evening,low,low,low,very_high,gt_20,low,low,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,69376.2,6.41,1.95,87461.24,0.229,3.538,27,16,9,0.048,0,1.702,0.0559,64.0,155.0,0.41025641025641024,19,9362.51012145749,0.7932131626173763,0.0,0
SGD,WEB_BROWSER,VN,5903,True,TOKEN_IN_APP,CVV_PASS,ONLINE_PIN,False,MOTO_PHONE,True,CRYPTOGRAM_PRESENT,0500-Advice,MOBILE_APP,Saturday,late_evening,high,high,low,very_high,6_10,very_low,low,extreme,above_max,high,0,0,0,0,0,0,0,0,0,0,150486.61,9.7,1.17,98289.45,0.215,0.57,100,21,9,0.044,0,1.049,0.6452,7.0,311.0,0.022435897435897436,23,14064.169158878505,1.5310399942212085,0.785,0
USD,POS_TERMINAL,DE,7401,False,MANUAL_KEYED,CVV_FAIL,NONE,True,INSTALLMENT_PLAN,False,CARD_PRESENT,0100-AuthReq,POS_TERMINAL,Friday,morning,medium,medium,medium,medium,gt_20,very_low,high,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,36986.21,5.3,1.07,208088.71,0.988,3.923,91,24,20,0.179,0,0.394,0.4886,40.0,325.0,0.12269938650306748,7,5870.826984126984,0.177741657672549,0.0,0
USD,API_SERVER,ZA,7910,False,TOKEN_IN_APP,3DS_FAIL,OFFLINE_PIN,True,INSTALLMENT_PLAN,False,E_COMMERCE,0200-FinReq,KIOSK,Saturday,morning,medium,medium,medium,low,gt_20,very_low,very_low,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,0,161816.29,6.56,1.32,23706.97,0.013,3.903,55,21,33,0.191,2,0.027,0.4196,41.0,363.0,0.11263736263736264,9,21404.271164021167,6.825396269693272,0.0,0
THB,SMART_WATCH,AU,7479,False,CHIP,BIOMETRIC_PASS,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,False,FALLBACK_MAG,0510-AdviceRsp,POS_TERMINAL,Friday,afternoon,low,low,medium,high,gt_20,low,low,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,90076.51,8.01,1.72,115633.69,0.153,3.924,39,10,30,0.225,0,0.711,0.1734,57.0,174.0,0.32571428571428573,15,9997.392896781354,0.7789748041872209,0.0,0
EUR,WEB_BROWSER,FR,5829,True,CHIP,CVV_PASS,ONLINE_PIN,True,MOTO_MAIL,False,CRYPTOGRAM_PRESENT,0110-AuthRsp,POS_TERMINAL,Monday,late_evening,low,low,medium,high,11_20,very_low,high,extreme,above_max,low,0,0,0,0,0,0,0,0,0,0,170175.61,7.4,2.34,112283.67,0.925,3.635,109,3,38,0.3,0,0.818,0.1414,12.0,242.0,0.04938271604938271,23,20259.00119047619,1.5155729628986752,0.07499999999999996,0
EUR,SMART_WATCH,MY,7430,False,TOKEN_IN_APP,CVV_FAIL,NONE,True,MOTO_PHONE,False,MOBILE_TOKEN,0110-AuthRsp,KIOSK,Monday,afternoon,medium,medium,medium,very_high,gt_20,low,very_low,extreme,below_half_max,not_night,0,0,0,0,0,0,0,1,0,0,6732.3,5.24,1.04,235364.71,0.051,3.321,27,25,21,0.194,0,1.336,0.3684,75.0,367.0,0.20380434782608695,15,1078.8942307692307,0.028603571862698268,0.0,0
SGD,ATM,KR,5780,False,TOKEN_IN_APP,CVV_PASS,ONLINE_PIN,False,INSTALLMENT_PLAN,True,MOBILE_TOKEN,0110-AuthRsp,CALL_CENTER,Tuesday,night,medium,medium,medium,medium,6_10,very_low,medium,extreme,near_max,high,0,0,0,0,0,0,0,0,0,0,124234.25,5.33,2.4,238880.8,0.394,0.916,72,15,37,0.183,0,0.486,0.3321,6.0,39.0,0.15,0,19626.26382306477,0.5200657814869111,0.606,0
EUR,SMART_WATCH,AU,5037,False,CHIP,3DS_FAIL,OFFLINE_PIN,True,MOTO_MAIL,False,E_COMMERCE,0200-FinReq,POS_TERMINAL,Monday,afternoon,low,low,medium,very_high,gt_20,medium,medium,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,148491.98,22.43,3.71,49942.32,0.442,3.537,54,8,25,0.178,0,1.314,0.1374,40.0,71.0,0.5555555555555556,17,6337.6858728126335,2.973210030891018,0.0,0
KRW,WEB_BROWSER,AE,5841,True,CONTACTLESS,3DS_PASS,NONE,False,MOTO_PHONE,False,FALLBACK_MAG,0400-Reversal,BRANCH_COUNTER,Saturday,morning,high,high,low,very_high,6_10,low,high,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,119844.06,6.82,3.55,30646.42,0.804,0.791,87,6,26,0.053,0,1.235,0.586,9.0,43.0,0.20454545454545456,6,15325.3273657289,3.910412687266987,0.0,0
JPY,SMART_WATCH,DE,5935,False,QR_CODE,AVS_FAIL,NONE,True,RECURRING_SUBSCRIPTION,False,FALLBACK_MAG,0110-AuthRsp,KIOSK,Thursday,afternoon,low,low,medium,very_high,gt_20,low,very_low,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,35447.33,8.35,2.58,48824.81,0.017,2.138,101,7,8,0.295,0,1.595,0.1527,98.0,283.0,0.34507042253521125,12,3791.158288770054,0.7259957387291681,0.0,0
USD,POS_TERMINAL,DE,4519,False,MANUAL_KEYED,3DS_FAIL,OFFLINE_PIN,True,MOTO_MAIL,False,FORCE_POST,0210-FinRsp,MOBILE_APP,Wednesday,morning,medium,medium,low,very_high,gt_20,very_low,medium,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,22618.87,5.3,2.45,71363.11,0.362,0.588,113,17,3,0.064,7,1.202,0.2742,56.0,445.0,0.12556053811659193,10,3590.296825396825,0.31695021489093045,0.0,0
USD,API_SERVER,AU,4417,False,CHIP,BIOMETRIC_PASS,SIGNATURE,False,MOTO_MAIL,False,FORCE_POST,0110-AuthRsp,WEARABLE_PAY,Monday,night,medium,medium,medium,high,gt_20,very_low,low,extreme,near_max,high,0,0,0,0,0,0,0,0,0,0,154210.14,5.9,1.46,233750.56,0.261,1.443,63,2,37,0.252,0,0.856,0.4249,64.0,475.0,0.13445378151260504,0,22349.295652173914,0.6597181212394904,0.739,0
USD,SMART_WATCH,PH,4441,True,MAGSTRIPE,3DS_FAIL,ONLINE_PIN,True,MOTO_PHONE,False,FALLBACK_MAG,0510-AdviceRsp,CALL_CENTER,Wednesday,afternoon,low,low,low,low,6_10,very_low,high,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,67079.09,6.28,1.26,78418.08,0.792,0.766,70,5,36,0.091,7,0.219,0.1465,9.0,62.0,0.14285714285714285,13,9214.160714285714,0.8553924631607511,0.0,0
GBP,POS_TERMINAL,SG,5654,True,CHIP,AVS_FAIL,OFFLINE_PIN,True,SINGLE_PURCHASE,False,CARD_PRESENT,0100-AuthReq,BRANCH_COUNTER,Wednesday,afternoon,medium,medium,low,very_high,gt_20,low,high,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,42442.61,5.31,4.71,221918.77,0.683,0.231,57,17,18,0.023,0,1.558,0.3725,85.0,308.0,0.2750809061488673,15,6726.245641838353,0.19125204572805748,0.0,1
VND,IVR_PHONE,MY,5324,False,CHIP,CVV_PASS,NONE,False,INSTALLMENT_PLAN,False,FORCE_POST,0500-Advice,WEARABLE_PAY,Tuesday,morning,medium,medium,medium,high,0_1,very_low,low,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,106435.3,6.41,1.04,135648.12,0.13,2.836,51,17,23,0.199,0,0.855,0.3682,1.0,41.0,0.023809523809523808,9,14363.738191632929,0.7846368631068157,0.0,0
