night_ratio_30d,mcc_entropy_30d,distinct_merchants_7d,distinct_countries_30d,device_diversity_30d,decline_rate_30d,chargebacks_365d,credit_util_today,spending_trend,ip_score,txn_count_7d,txn_count_30d,txn_count_ratio_7d_30d,hour,log_mean_amount_30d,amount_to_mean_30d,log_amount_to_max_30d,amount_z_30d,night_unusual_score,currency,payment_channel,merchant_country,mcc,card_entry_mode,auth_result,pin_verif_method,recurring_flag,auth_characteristics,message_type,term_location,day_name,time_period,night_ratio_group,night_unusual_group,amount_to_max_group,ip_score_risk_group,decline_rate_risk_group,credit_util_risk_group,txn_count_7d_group,txn_velocity_group,very_low_mcc_entropy_flag,low_mcc_entropy_flag,low_night_ratio_flag,high_max_amount_30d_flag,low_spending_trend_flag,low_country_diversity_flag,night_transaction_flag,card_not_present_flag,cross_border_flag,tokenised_flag,low_mcc_entropy_x_low_night_ratio,low_mcc_entropy_x_low_night_ratio_x_card_not_present,low_mcc_entropy_x_high_max_amount_30d,low_mcc_entropy_x_low_spending_trend,low_night_ratio_x_high_max_amount_30d,low_night_ratio_x_night_transaction,low_mcc_entropy_x_card_not_present,cross_border_x_low_country_diversity,fraud,y_true,fraud_probability,y_pred,threshold,error_type
0.037,0.003,43,20,31,0.075,0,0.816,0.519,0.1492,28.0,246.0,0.11336032388663968,22,2.4790562361098245,2153.046940486169,0.2672928983746624,8473.57095709571,0.963,GBP,SMART_WATCH,US,5984,TOKEN_IN_APP,CVV_PASS,SIGNATURE,MOTO_MAIL,CRYPTOGRAM_PRESENT,0510-AdviceRsp,CALL_CENTER,Monday,late_evening,very_low,very_high,below_half_max,low,low,high,gt_20,very_low,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0.7823102299489963,1,0.66,FP
0.157,0.218,96,2,3,0.366,0,0.914,3.841,0.2221,7.0,420.0,0.0166270783847981,2,1.9110228900548727,9407.94674556213,0.2496816961430058,20646.740259740258,0.843,USD,SMART_WATCH,MY,4236,MAGSTRIPE,CVV_PASS,ONLINE_PIN,MOTO_MAIL,E_COMMERCE,0420-RepeatRev,CALL_CENTER,Tuesday,night,low,high,below_half_max,medium,high,very_high,6_10,very_low,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7039766786019671,1,0.66,FP
0.289,1.484,72,5,35,0.301,0,0.967,0.352,0.4979,32.0,176.0,0.1807909604519774,2,1.9906103279732201,19206.796448087433,0.4693695231794469,55349.381889763776,0.7110000000000001,IDR,ATM,CN,4465,MANUAL_KEYED,CVV_FAIL,OFFLINE_PIN,INSTALLMENT_PLAN,CRYPTOGRAM_PRESENT,0400-Reversal,WEARABLE_PAY,Tuesday,night,low,high,near_max,medium,high,very_high,gt_20,very_low,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7017514398565375,1,0.66,FP
0.304,0.338,72,22,1,0.124,0,0.566,0.662,0.0403,6.0,31.0,0.1875,3,1.9947003132247452,24625.07755102041,0.6036348375114508,63282.50699300699,0.696,USD,SMART_WATCH,ZA,7176,MANUAL_KEYED,CVV_PASS,SIGNATURE,INSTALLMENT_PLAN,FALLBACK_MAG,0100-AuthReq,ONLINE_PORTAL,Tuesday,night,medium,high,near_max,low,medium,medium,6_10,very_low,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8231962747945402,1,0.66,FP
0.242,1.228,83,7,10,0.13,0,0.589,0.293,0.0928,53.0,54.0,0.9636363636363636,4,1.9021075263969205,23498.535820895522,0.815818815270022,52130.62582781457,0.758,USD,API_SERVER,VN,7920,MANUAL_KEYED,CVV_PASS,ONLINE_PIN,RECURRING_SUBSCRIPTION,E_COMMERCE,0500-Advice,POS_TERMINAL,Tuesday,night,low,high,above_max,low,medium,medium,gt_20,high,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6697247143813925,1,0.66,FP
0.391,0.19,113,5,10,0.073,0,0.67,1.175,0.1275,41.0,65.0,0.6212121212121212,4,2.306577114263583,17896.98804780877,1.2846291939202001,58147.80582524272,0.609,EUR,POS_TERMINAL,FR,4569,MAGSTRIPE,BIOMETRIC_PASS,OFFLINE_PIN,MOTO_PHONE,MOBILE_TOKEN,0420-RepeatRev,MOBILE_APP,Tuesday,night,medium,high,much_above_max,low,low,high,gt_20,medium,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8266876787837751,1,0.66,FP
0.062,0.13,22,11,27,0.11,0,0.082,3.666,0.3873,30.0,64.0,0.46153846153846156,5,2.065596134857783,18133.891001267428,0.47062870761478076,30900.542116630666,0.938,SGD,ATM,US,4362,MAGSTRIPE,BIOMETRIC_FAIL,SIGNATURE,SINGLE_PURCHASE,FALLBACK_MAG,0110-AuthRsp,KIOSK,Tuesday,night,very_low,very_high,near_max,medium,medium,low,gt_20,low,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0.8130164779068708,1,0.66,FP
0.039,0.738,114,14,4,0.124,0,1.266,0.953,0.2765,7.0,214.0,0.03255813953488372,6,4.212720014957422,656.2257921231861,0.41902880790575797,17561.488095238095,0.0,USD,MOBILE_APP,PH,7696,TOKEN_IN_APP,AVS_FAIL,ONLINE_PIN,MOTO_PHONE,FALLBACK_MAG,0210-FinRsp,ONLINE_PORTAL,Tuesday,morning,very_low,not_night,near_max,medium,medium,very_high,6_10,very_low,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8318070709269686,1,0.66,FP
0.195,0.494,65,22,3,0.097,0,0.441,0.457,0.402,10.0,16.0,0.5882352941176471,6,2.0980179272527715,21985.377914110428,0.8932628475667462,65154.06545454545,0.0,CNY,POS_TERMINAL,DE,7129,CONTACTLESS,BIOMETRIC_PASS,NONE,SINGLE_PURCHASE,MOBILE_TOKEN,0200-FinReq,BRANCH_COUNTER,Tuesday,morning,low,not_night,above_max,medium,low,medium,6_10,medium,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7857586511622316,1,0.66,FP
0.196,2.606,80,6,19,0.079,0,0.944,0.192,0.3138,54.0,338.0,0.1592920353982301,6,2.5603232890727545,10633.786707882537,0.5101659196764137,55035.704000000005,0.0,HKD,MOBILE_APP,TH,5101,MANUAL_KEYED,BIOMETRIC_FAIL,OFFLINE_PIN,INSTALLMENT_PLAN,FORCE_POST,0100-AuthReq,CALL_CENTER,Tuesday,morning,low,not_night,near_max,medium,low,very_high,gt_20,very_low,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6746715530818258,1,0.66,FP
0.006,0.854,78,3,4,0.08,0,1.489,1.015,0.0055,71.0,299.0,0.23666666666666666,7,2.435366204227864,14954.348511383538,0.720989234089888,25002.670571010247,0.0,KRW,WEB_BROWSER,AU,4560,CONTACTLESS,3DS_FAIL,NONE,INSTALLMENT_PLAN,E_COMMERCE,0200-FinReq,KIOSK,Tuesday,morning,very_low,not_night,above_max,low,low,very_high,gt_20,low,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.8481398067407183,1,0.66,FP
0.31,0.379,77,9,12,0.163,0,1.68,4.018,0.2661,32.0,71.0,0.4444444444444444,8,1.986503546020567,18077.62962962963,0.44152358703000916,65889.815,0.0,JPY,SMART_WATCH,KR,3321,MANUAL_KEYED,BIOMETRIC_PASS,OFFLINE_PIN,MOTO_MAIL,FORCE_POST,0420-RepeatRev,MOBILE_APP,Tuesday,morning,medium,not_night,near_max,medium,medium,very_high,gt_20,low,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6603188182885735,1,0.66,FP
0.078,1.18,29,23,32,0.134,0,0.275,0.799,0.2728,63.0,392.0,0.16030534351145037,9,2.444084655267745,10519.533854166666,0.41814394442667047,46427.01532567049,0.0,JPY,IVR_PHONE,FR,7035,TOKEN_IN_APP,BIOMETRIC_PASS,SIGNATURE,MOTO_MAIL,MOBILE_TOKEN,0420-RepeatRev,ONLINE_PORTAL,Tuesday,morning,very_low,not_night,near_max,medium,medium,low,gt_20,very_low,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7473438206903926,1,0.66,FP
0.343,0.962,102,7,15,0.18,0,0.762,0.133,0.2713,23.0,46.0,0.48936170212765956,10,1.9933388426264242,113.49591280653951,0.02562384716485666,343.03734439834017,0.0,GBP,WEB_BROWSER,AU,3170,CHIP,3DS_PASS,NONE,RECURRING_SUBSCRIPTION,FALLBACK_MAG,0510-AdviceRsp,CALL_CENTER,Tuesday,morning,medium,not_night,below_half_max,medium,medium,high,gt_20,low,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8323421181804613,1,0.66,FP
0.066,0.657,66,10,1,0.338,0,1.583,2.568,0.1273,7.0,7.0,0.875,10,2.1713368063840917,3929.695553021665,0.20754968481930214,15590.7963800905,0.0,USD,WEB_BROWSER,SG,5067,QR_CODE,BIOMETRIC_FAIL,OFFLINE_PIN,MOTO_MAIL,FALLBACK_MAG,0100-AuthReq,CALL_CENTER,Tuesday,morning,very_low,not_night,below_half_max,low,high,very_high,6_10,high,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7605438208011105,1,0.66,FP
0.116,0.323,71,1,33,0.119,0,0.242,1.554,0.0603,17.0,270.0,0.06273062730627306,11,1.8164520818184267,9640.061788617884,0.6296505367596421,22540.391634980988,0.0,EUR,API_SERVER,FR,4571,MANUAL_KEYED,CVV_PASS,SIGNATURE,SINGLE_PURCHASE,FORCE_POST,0510-AdviceRsp,MOBILE_APP,Tuesday,morning,low,not_night,near_max,low,medium,low,11_20,very_low,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.8684117336790567,1,0.66,FP
0.216,0.611,31,7,3,0.225,0,0.838,1.532,0.1411,71.0,446.0,0.15883668903803133,11,1.9358598132018119,12230.832611832611,0.5421972834816762,31862.30827067669,0.0,USD,ATM,SG,7836,MANUAL_KEYED,AVS_PASS,OFFLINE_PIN,MOTO_MAIL,E_COMMERCE,0510-AdviceRsp,BRANCH_COUNTER,Tuesday,morning,low,not_night,near_max,low,medium,high,gt_20,very_low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8789231542304513,1,0.66,FP
0.648,0.787,98,11,14,0.122,0,0.834,1.015,0.2303,9.0,79.0,0.1125,12,1.979621206397625,18008.790055248617,0.4535455551168925,58728.558558558565,0.0,GBP,SMART_WATCH,SG,5832,QR_CODE,3DS_FAIL,SIGNATURE,RECURRING_SUBSCRIPTION,FORCE_POST,0110-AuthRsp,KIOSK,Tuesday,afternoon,high,not_night,near_max,medium,medium,high,6_10,very_low,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7684031316272781,1,0.66,FP
0.339,0.539,114,5,38,0.133,0,0.873,2.234,0.4821,53.0,126.0,0.41732283464566927,12,2.017566137961748,18222.10106382979,0.4467531325082409,45372.07947019868,0.0,JPY,MOBILE_APP,DE,3330,CONTACTLESS,CVV_FAIL,SIGNATURE,RECURRING_SUBSCRIPTION,CRYPTOGRAM_PRESENT,0400-Reversal,CALL_CENTER,Tuesday,afternoon,medium,not_night,near_max,medium,medium,high,gt_20,low,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8101877982050795,1,0.66,FP
0.225,0.743,69,5,11,0.217,0,0.202,1.851,0.2131,45.0,47.0,0.9375,14,1.8870696490323797,4614.328787878788,0.2080358576305389,13068.227467811159,0.0,USD,MOBILE_APP,ID,4712,CHIP,CVV_PASS,OFFLINE_PIN,MOTO_PHONE,CRYPTOGRAM_PRESENT,0200-FinReq,POS_TERMINAL,Tuesday,afternoon,low,not_night,below_half_max,medium,medium,low,gt_20,high,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9312537944504538,1,0.66,FP
0.535,0.096,62,2,11,0.044,3,1.164,2.903,0.4167,17.0,147.0,0.11486486486486487,14,2.5360749363624,11138.145684877276,0.7092037814911586,54732.74319066147,0.0,HKD,MOBILE_APP,FR,3051,MANUAL_KEYED,BIOMETRIC_FAIL,OFFLINE_PIN,INSTALLMENT_PLAN,E_COMMERCE,0200-FinReq,ONLINE_PORTAL,Tuesday,afternoon,medium,not_night,above_max,medium,low,very_high,11_20,very_low,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7874730801631827,1,0.66,FP
0.564,0.524,69,12,33,0.039,0,0.269,0.964,0.1623,95.0,325.0,0.29141104294478526,15,2.135349173618132,21291.24113475177,0.5440686501000206,57545.18849840256,0.0,USD,POS_TERMINAL,AU,3325,CONTACTLESS,AVS_FAIL,SIGNATURE,MOTO_MAIL,CARD_PRESENT,0110-AuthRsp,ONLINE_PORTAL,Tuesday,afternoon,medium,not_night,near_max,low,low,low,gt_20,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7727503862043472,1,0.66,FP
0.062,0.025,78,6,22,0.138,0,0.674,2.525,0.0869,39.0,48.0,0.7959183673469388,16,2.3711778844596574,413.0569561157796,0.026291487100213607,478.23726977248106,0.0,SGD,IVR_PHONE,PH,4551,MAGSTRIPE,3DS_FAIL,OFFLINE_PIN,MOTO_MAIL,E_COMMERCE,0100-AuthReq,MOBILE_APP,Tuesday,afternoon,very_low,not_night,below_half_max,low,medium,high,gt_20,medium,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.951315918865866,1,0.66,FP
0.437,1.777,21,4,8,0.214,0,0.395,1.078,0.0822,74.0,298.0,0.24749163879598662,16,2.0399207835175526,7684.704811443432,0.3165800756094225,27611.537383177572,0.0,EUR,ATM,AE,3286,MAGSTRIPE,BIOMETRIC_FAIL,NONE,SINGLE_PURCHASE,FALLBACK_MAG,0200-FinReq,WEARABLE_PAY,Tuesday,afternoon,medium,not_night,below_half_max,low,medium,medium,gt_20,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6829040620817085,1,0.66,FP
0.307,0.079,50,7,21,0.096,0,1.345,0.529,0.0647,12.0,279.0,0.04285714285714286,17,1.9629077254238845,585.4620786516854,0.1174193563437862,1313.05047318612,0.0,EUR,SMART_WATCH,BR,4197,MANUAL_KEYED,3DS_PASS,OFFLINE_PIN,RECURRING_SUBSCRIPTION,CRYPTOGRAM_PRESENT,0100-AuthReq,CALL_CENTER,Tuesday,afternoon,medium,not_night,below_half_max,low,low,very_high,11_20,very_low,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.968883038591938,1,0.66,FP
0.109,1.632,30,10,23,0.13,0,1.253,0.434,0.341,89.0,392.0,0.22646310432569974,20,1.9329696377795786,9520.891461649782,0.25794484225036723,23001.20629370629,0.0,JPY,SMART_WATCH,TH,7807,MANUAL_KEYED,CVV_FAIL,ONLINE_PIN,MOTO_MAIL,CRYPTOGRAM_PRESENT,0500-Advice,CALL_CENTER,Tuesday,evening,low,not_night,below_half_max,medium,medium,very_high,gt_20,low,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7541276742426799,1,0.66,FP
0.554,1.923,5,3,23,0.072,0,0.746,0.58,0.3936,38.0,247.0,0.1532258064516129,21,2.081938421878423,21240.84663341646,0.5419551466918,76046.68303571428,0.0,EUR,POS_TERMINAL,MY,3063,CONTACTLESS,AVS_PASS,NONE,RECURRING_SUBSCRIPTION,CARD_PRESENT,0420-RepeatRev,MOBILE_APP,Tuesday,evening,medium,not_night,near_max,medium,low,high,gt_20,very_low,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.7826920391378291,1,0.66,FP
0.132,0.108,119,12,13,0.055,0,0.582,3.23,0.5839,18.0,29.0,0.6,23,2.0992441689760155,8156.644607843137,0.3189668885330706,27500.438016528926,0.868,KRW,ATM,US,3140,QR_CODE,AVS_FAIL,ONLINE_PIN,MOTO_MAIL,FALLBACK_MAG,0420-RepeatRev,KIOSK,Tuesday,late_evening,low,high,below_half_max,high,low,medium,11_20,medium,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.7241537592503899,1,0.66,FP
0.104,0.298,51,10,37,0.029,5,1.236,1.898,0.3116,37.0,122.0,0.3008130081300813,23,1.80005827204275,31299.548760330577,0.8353432629631217,88900.10328638498,0.896,KRW,IVR_PHONE,JP,7233,CONTACTLESS,3DS_FAIL,OFFLINE_PIN,INSTALLMENT_PLAN,CRYPTOGRAM_PRESENT,0420-RepeatRev,POS_TERMINAL,Tuesday,late_evening,low,high,above_max,medium,low,very_high,gt_20,low,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7281917288597268,1,0.66,FP
0.132,1.324,6,5,7,0.062,0,1.095,1.247,0.3489,94.0,462.0,0.20302375809935205,23,2.052840859882657,19624.957637997435,0.6603544868551614,47182.60185185185,0.868,THB,ATM,US,4728,MANUAL_KEYED,CVV_FAIL,NONE,MOTO_MAIL,MOBILE_TOKEN,0100-AuthReq,BRANCH_COUNTER,Tuesday,late_evening,low,high,near_max,medium,low,very_high,gt_20,low,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8722112398324363,1,0.66,FP
0.057,0.115,44,4,34,0.311,0,0.015,2.118,0.2408,23.0,150.0,0.152317880794702,0,1.8325814637483102,1383.6879999999999,0.06254904667772439,3416.126482213438,0.943,USD,MOBILE_APP,VN,4840,MANUAL_KEYED,CVV_FAIL,ONLINE_PIN,RECURRING_SUBSCRIPTION,E_COMMERCE,0110-AuthRsp,BRANCH_COUNTER,Wednesday,night,very_low,very_high,below_half_max,medium,high,low,gt_20,very_low,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0.8723771429784872,1,0.66,FP
0.075,1.243,28,4,8,0.15,1,1.275,1.375,0.2636,68.0,497.0,0.13654618473895583,1,1.864080130807681,13568.376744186045,0.4842561190926969,31365.799283154123,0.925,USD,SMART_WATCH,IN,7443,CONTACTLESS,AVS_PASS,NONE,MOTO_MAIL,CARD_PRESENT,0200-FinReq,WEARABLE_PAY,Wednesday,night,very_low,very_high,near_max,medium,medium,very_high,gt_20,very_low,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.91150590039884,1,0.66,FP
0.469,1.025,102,2,11,0.141,0,0.09,1.401,0.1755,75.0,189.0,0.39473684210526316,3,2.3997118037247684,10676.372050816697,0.5567737833823024,41717.58865248226,0.531,EUR,API_SERVER,PH,4523,CHIP,AVS_FAIL,SIGNATURE,RECURRING_SUBSCRIPTION,FORCE_POST,0110-AuthRsp,KIOSK,Wednesday,night,medium,medium,near_max,low,medium,low,gt_20,low,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8067829843880505,1,0.66,FP
0.315,0.841,115,9,25,0.176,0,0.086,1.044,0.3852,19.0,405.0,0.046798029556650245,4,2.0881534822818573,3725.002478314746,0.16696354348921721,11514.827586206895,0.685,USD,POS_TERMINAL,ID,7545,QR_CODE,3DS_PASS,NONE,MOTO_MAIL,FALLBACK_MAG,0210-FinRsp,KIOSK,Wednesday,night,medium,high,below_half_max,medium,medium,low,11_20,very_low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7891157951201632,1,0.66,FP
0.023,0.623,91,23,11,0.095,0,0.805,1.992,0.2089,97.0,171.0,0.563953488372093,6,1.9643112344262046,21120.471248246842,0.6614754996564415,69714.27314814813,0.0,HKD,SMART_WATCH,CN,7680,MAGSTRIPE,AVS_FAIL,NONE,SINGLE_PURCHASE,MOBILE_TOKEN,0400-Reversal,BRANCH_COUNTER,Wednesday,morning,very_low,not_night,near_max,medium,low,high,gt_20,medium,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7495649579270398,1,0.66,FP
0.221,1.302,22,8,22,0.15,0,1.817,0.464,0.5283,67.0,138.0,0.48201438848920863,6,2.128231705849268,6796.486904761904,0.2507898108054004,17894.385579937305,0.0,EUR,SMART_WATCH,PH,3266,QR_CODE,BIOMETRIC_FAIL,NONE,MOTO_MAIL,CARD_PRESENT,0210-FinRsp,POS_TERMINAL,Wednesday,morning,low,not_night,below_half_max,high,medium,very_high,gt_20,low,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7284813945026065,1,0.66,FP
0.077,0.433,42,12,36,0.165,0,1.226,0.359,0.3312,41.0,340.0,0.12023460410557185,7,2.9856819377004897,6336.014141414142,0.689162465354046,51619.04526748972,0.0,JPY,ATM,CA,5160,MANUAL_KEYED,3DS_FAIL,SIGNATURE,MOTO_MAIL,FALLBACK_MAG,0420-RepeatRev,CALL_CENTER,Wednesday,morning,very_low,not_night,near_max,medium,medium,very_high,gt_20,very_low,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9006564082311109,1,0.66,FP
0.069,0.359,100,10,10,0.161,4,0.028,1.614,0.2336,29.0,42.0,0.6744186046511628,9,2.302585092994046,19333.798000000003,1.0002294987947244,51554.39466666667,0.0,THB,ATM,ZA,7528,QR_CODE,BIOMETRIC_PASS,NONE,RECURRING_SUBSCRIPTION,MOBILE_TOKEN,0400-Reversal,POS_TERMINAL,Wednesday,morning,very_low,not_night,above_max,medium,medium,low,gt_20,medium,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.8404030602285322,1,0.66,FP
0.383,0.581,80,19,18,0.054,0,0.364,2.103,0.4303,6.0,116.0,0.05128205128205128,9,1.8261608959453874,19784.85185185185,0.4034567086487435,57143.590697674415,0.0,GBP,IVR_PHONE,ZA,4875,TOKEN_IN_APP,BIOMETRIC_PASS,SIGNATURE,MOTO_PHONE,CARD_PRESENT,0210-FinRsp,BRANCH_COUNTER,Wednesday,morning,medium,not_night,below_half_max,medium,low,medium,6_10,very_low,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7348633976173085,1,0.66,FP
0.785,1.299,40,3,5,0.153,0,0.904,1.238,0.2376,12.0,22.0,0.5217391304347826,10,1.9358598132018119,11736.054834054834,0.3099576777444758,37476.92626728111,0.0,USD,IVR_PHONE,ZA,4121,QR_CODE,AVS_FAIL,SIGNATURE,RECURRING_SUBSCRIPTION,FORCE_POST,0400-Reversal,WEARABLE_PAY,Wednesday,morning,high,not_night,below_half_max,medium,medium,very_high,11_20,medium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7052041223276326,1,0.66,FP
0.058,0.851,100,5,10,0.404,0,1.501,2.074,0.7052,68.0,286.0,0.23693379790940766,11,1.937301774518713,8975.979827089337,0.37362465667377986,19224.49382716049,0.0,USD,ATM,KR,7284,MAGSTRIPE,CVV_PASS,OFFLINE_PIN,SINGLE_PURCHASE,E_COMMERCE,0400-Reversal,MOBILE_APP,Wednesday,morning,very_low,not_night,below_half_max,high,high,very_high,gt_20,low,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6873992519329641,1,0.66,FP
0.093,0.392,58,19,12,0.168,0,0.964,0.473,0.1573,44.0,368.0,0.11924119241192412,13,1.9768549529047348,1916.8504155124654,0.1402343999274337,6814.502463054187,0.0,IDR,SMART_WATCH,CN,3257,QR_CODE,3DS_FAIL,OFFLINE_PIN,MOTO_PHONE,FORCE_POST,0110-AuthRsp,WEARABLE_PAY,Wednesday,afternoon,very_low,not_night,below_half_max,low,medium,very_high,gt_20,very_low,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.8417877222939847,1,0.66,FP
0.34,1.595,73,9,1,0.207,3,0.422,1.267,0.1799,40.0,252.0,0.15810276679841898,14,2.7750856024383683,11718.220074812969,0.6241843061382982,66177.89084507042,0.0,JPY,API_SERVER,ZA,5491,QR_CODE,CVV_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,CRYPTOGRAM_PRESENT,0400-Reversal,ONLINE_PORTAL,Wednesday,afternoon,medium,not_night,near_max,low,medium,medium,gt_20,very_low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7650520864559024,1,0.66,FP
0.146,0.475,56,2,35,0.236,0,0.065,2.452,0.6005,37.0,400.0,0.09226932668329177,14,1.8855533485144158,4933.535660091047,0.23402248234307368,10623.009803921568,0.0,INR,IVR_PHONE,ID,5759,MAGSTRIPE,AVS_PASS,NONE,SINGLE_PURCHASE,FORCE_POST,0110-AuthRsp,WEARABLE_PAY,Wednesday,afternoon,low,not_night,below_half_max,high,medium,low,gt_20,very_low,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7290319853679424,1,0.66,FP
0.274,0.26,44,8,7,0.034,0,1.988,0.595,0.0872,10.0,38.0,0.2564102564102564,16,1.9712993830601329,12315.41364902507,0.578413256262831,29181.0198019802,0.0,USD,POS_TERMINAL,BR,7954,QR_CODE,3DS_FAIL,NONE,RECURRING_SUBSCRIPTION,E_COMMERCE,0100-AuthReq,KIOSK,Wednesday,afternoon,low,not_night,near_max,low,low,very_high,6_10,low,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8808619123793661,1,0.66,FP
0.069,0.797,82,2,40,0.155,0,0.434,1.805,0.1042,48.0,124.0,0.384,17,2.3243465847755584,5544.3786692759295,0.5246241286849367,18759.7119205298,0.0,USD,WEB_BROWSER,HK,4306,CONTACTLESS,BIOMETRIC_PASS,OFFLINE_PIN,SINGLE_PURCHASE,CARD_PRESENT,0420-RepeatRev,BRANCH_COUNTER,Wednesday,afternoon,very_low,not_night,near_max,low,medium,medium,gt_20,low,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8272049947727789,1,0.66,FP
0.29,0.948,103,13,12,0.219,0,1.142,0.459,0.4884,85.0,403.0,0.2103960396039604,20,1.9726911717329554,4738.798331015299,0.19392665639685597,14434.648305084742,0.0,USD,SMART_WATCH,GB,4524,MANUAL_KEYED,AVS_PASS,OFFLINE_PIN,MOTO_MAIL,CRYPTOGRAM_PRESENT,0420-RepeatRev,MOBILE_APP,Wednesday,evening,low,not_night,below_half_max,medium,medium,very_high,gt_20,low,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7120949790936081,1,0.66,FP
0.027,0.234,107,18,38,0.212,0,0.039,1.603,0.1485,36.0,214.0,0.16744186046511628,21,2.138889000323256,4879.9481743227325,0.21866529776295654,13319.379421221867,0.0,USD,WEB_BROWSER,MY,5874,QR_CODE,CVV_FAIL,NONE,MOTO_PHONE,MOBILE_TOKEN,0200-FinReq,BRANCH_COUNTER,Wednesday,evening,very_low,not_night,below_half_max,low,medium,low,gt_20,very_low,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.7761840518463241,1,0.66,FP
0.396,0.075,63,4,4,0.111,0,1.849,1.87,0.3258,22.0,50.0,0.43137254901960786,21,2.2834022735772717,3904.8002038735976,0.24094142755536868,15318.912,0.0,EUR,MOBILE_APP,CN,3035,TOKEN_IN_APP,BIOMETRIC_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,CARD_PRESENT,0100-AuthReq,MOBILE_APP,Wednesday,evening,medium,not_night,below_half_max,medium,medium,very_high,gt_20,low,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.92110063176298,1,0.66,FP
