amount,currency,local_timestamp,payment_channel,merchant_country,mcc,card_present,ip_risk,device_id,card_entry_mode,auth_result,merchant_id,pin_verif_method,tokenised,recurring_flag,cross_border,card_activation_age,auth_characteristics,message_type,mean_amount_30d,std_amount_30d,max_amount_30d,txn_counts,distinct_merchants_7d,distinct_countries_30d,online_share_7d,night_ratio_30d,days_since_last_txn,decline_rate_30d,chargebacks_365d,device_diversity_30d,mcc_entropy_30d,credit_util_today,spending_trend,term_location,fraud,ip_address,ip_score,txn_count_7d,txn_count_30d,txn_count_ratio_7d_30d,ip_is_private,ip_score_bin,transaction_datetime,hour,day_of_week,day_name,is_weekend,is_night_txn,month,day,year,time_period,night_unusual_score,is_night_unusual,amount_invalid_flag,std_amount_30d_zero_flag,mean_amount_30d_zero_flag,duplicate_row_flag,ip_score_risk_group,decline_rate_risk_group,credit_util_risk_group,txn_count_7d_group,txn_velocity_group,night_ratio_group,amount_to_mean_30d,amount_to_mean_group,amount_to_max_30d,amount_to_max_group,low_mcc_entropy_flag,low_night_ratio_flag,high_max_amount_30d_flag,low_spending_trend_flag,low_country_diversity_flag,high_device_diversity_flag,high_decline_rate_flag,high_ip_score_flag,night_transaction_flag,card_not_present_flag,cross_border_flag,tokenised_flag,night_unusual_group,high_ip_high_amount_flag,high_decline_high_amount_flag,private_ip_high_score_flag,high_velocity_high_amount_flag,low_mcc_entropy_x_low_night_ratio,low_mcc_entropy_x_high_max_amount_30d,low_mcc_entropy_x_low_spending_trend,low_mcc_entropy_x_card_not_present,low_night_ratio_x_high_max_amount_30d,cross_border_x_low_country_diversity,high_ip_score_x_card_not_present
87038.57,HKD,2025-03-07 17:07:58,POS_TERMINAL,US,5913,True,"{'ip': '120.132.253.43', 'score': 0.099}",DEV-26C75E3FEEC74EDD,CONTACTLESS,AVS_FAIL,MID-7AD71EB7B7E0,ONLINE_PIN,False,SINGLE_PURCHASE,False,4058,E_COMMERCE,0110-AuthRsp,9.19,1.02,188210.53,"(42, 488)",64,8,0.688,0.06,97,0.16,0,29,3.415,0.462,3.005,CALL_CENTER,0,120.132.253.43,0.099,42.0,488.0,0.08588957055214724,0,low,2025-03-07 17:07:58,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,medium,gt_20,very_low,very_low,8541.56722276742,extreme,0.4624507860915854,below_half_max,0,1,0,0,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
4752.88,USD,2025-03-07 17:08:48,MOBILE_APP,HK,4060,False,"{'ip': '142.124.146.165', 'score': 0.4321}",DEV-9D31DDE832884EEE,TOKEN_IN_APP,3DS_FAIL,MID-2F02AB8E9BF8,SIGNATURE,False,RECURRING_SUBSCRIPTION,True,319,FALLBACK_MAG,0510-AdviceRsp,5.96,1.07,75596.06,"(31, 342)",72,21,0.925,0.794,164,0.224,0,27,1.827,1.075,4.463,KIOSK,0,142.124.146.165,0.4321,31.0,342.0,0.09037900874635568,0,medium,2025-03-07 17:08:48,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,medium,very_high,gt_20,very_low,high,682.8850574712644,extreme,0.06287122806098544,below_half_max,0,0,0,0,0,0,0,0,0,1,1,0,not_night,0,0,0,0,0,0,0,0,0,0,0
176211.96,USD,2025-03-07 17:10:15,API_SERVER,VN,4873,True,"{'ip': '34.72.20.196', 'score': 0.0416}",DEV-616F74B99CC1475C,MAGSTRIPE,CVV_PASS,MID-9CB849E0B0ED,NONE,False,SINGLE_PURCHASE,True,3372,MOBILE_TOKEN,0110-AuthRsp,5.75,1.69,100421.63,"(97, 171)",49,25,0.041,0.683,157,0.1,0,11,1.001,1.251,3.898,KIOSK,0,34.72.20.196,0.0416,97.0,171.0,0.563953488372093,0,low,2025-03-07 17:10:15,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,low,very_high,gt_20,medium,high,26105.475555555553,extreme,1.7547036957705646,above_max,0,0,0,0,0,0,0,0,0,0,1,0,not_night,0,0,0,0,0,0,0,0,0,0,0
166237.97,USD,2025-03-07 17:10:46,ATM,CA,4691,True,"{'ip': '203.153.230.56', 'score': 0.1897}",DEV-1D6C6FDB384F4AC1,MANUAL_KEYED,3DS_FAIL,MID-C28C2021337B,OFFLINE_PIN,True,MOTO_PHONE,False,3498,MOBILE_TOKEN,0200-FinReq,8.91,2.72,204268.9,"(13, 105)",84,4,0.478,0.356,47,0.192,2,11,2.52,0.765,3.454,MOBILE_APP,0,203.153.230.56,0.1897,13.0,105.0,0.12264150943396226,0,low,2025-03-07 17:10:46,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,high,11_20,very_low,medium,16774.76992936428,extreme,0.8138153002473688,near_max,0,0,0,0,0,0,0,0,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
41975.07,KRW,2025-03-07 17:13:38,IVR_PHONE,CN,3239,True,"{'ip': '34.88.69.154', 'score': 0.2055}",DEV-E3D0AC264CB94E23,TOKEN_IN_APP,CVV_FAIL,MID-B619E30FCF06,SIGNATURE,False,SINGLE_PURCHASE,False,1783,FALLBACK_MAG,0210-FinRsp,6.79,1.31,90051.4,"(17, 64)",81,25,0.4,0.357,129,0.332,0,30,0.451,0.049,3.411,BRANCH_COUNTER,0,34.88.69.154,0.2055,17.0,64.0,0.26153846153846155,0,medium,2025-03-07 17:13:38,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,high,low,11_20,low,medium,5388.327342747111,extreme,0.46611828224455987,below_half_max,0,0,0,0,0,0,1,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
35663.98,USD,2025-03-07 17:14:28,ATM,KR,3229,False,"{'ip': '47.138.93.48', 'score': 0.1947}",DEV-8438818DD47E4913,QR_CODE,3DS_PASS,MID-4113E2CFEB16,NONE,False,MOTO_MAIL,False,579,CRYPTOGRAM_PRESENT,0100-AuthReq,10.73,2.95,93874.7,"(24, 219)",22,25,0.768,0.55,160,0.137,0,26,1.486,1.114,3.959,KIOSK,0,47.138.93.48,0.1947,24.0,219.0,0.10909090909090909,0,low,2025-03-07 17:14:28,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,very_high,gt_20,very_low,medium,3040.4075021312874,extreme,0.379906408154613,below_half_max,0,0,0,0,0,0,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
42763.09,KRW,2025-03-07 17:18:06,IVR_PHONE,AE,3326,True,"{'ip': '254.42.89.3', 'score': 0.455}",DEV-DF62C6DEBFED4E6F,QR_CODE,BIOMETRIC_FAIL,MID-76120A6EB0DA,SIGNATURE,False,RECURRING_SUBSCRIPTION,False,459,CARD_PRESENT,0210-FinRsp,5.24,2.7,59385.33,"(55, 417)",105,18,0.146,0.532,145,0.245,0,5,2.386,0.212,2.222,CALL_CENTER,0,254.42.89.3,0.455,55.0,417.0,0.13157894736842105,0,medium,2025-03-07 17:18:06,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,medium,low,gt_20,very_low,medium,6853.059294871794,extreme,0.7200830561511378,near_max,0,0,0,0,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
44817.14,CNY,2025-03-07 17:21:11,ATM,FR,4697,False,"{'ip': '219.239.78.27', 'score': 0.5922}",DEV-B18E0AA77F754221,CHIP,CVV_PASS,MID-BB6F987E1683,SIGNATURE,False,SINGLE_PURCHASE,False,5,MOBILE_TOKEN,0210-FinRsp,10.22,1.35,231037.09,"(68, 257)",74,12,0.116,0.597,2,0.218,0,9,2.763,0.836,3.377,POS_TERMINAL,0,219.239.78.27,0.5922,68.0,257.0,0.26356589147286824,0,high,2025-03-07 17:21:11,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,high,medium,high,gt_20,low,medium,3994.3975044563276,extreme,0.19398160710210166,below_half_max,0,0,1,0,0,0,0,1,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,1
43265.64,EUR,2025-03-07 17:24:26,API_SERVER,AU,4685,True,"{'ip': '35.26.140.141', 'score': 0.1618}",DEV-22408F127D2F4B8B,CHIP,AVS_PASS,MID-8BECFBB7B9AE,SIGNATURE,True,RECURRING_SUBSCRIPTION,False,3850,CRYPTOGRAM_PRESENT,0510-AdviceRsp,6.64,1.07,83868.07,"(85, 438)",18,23,0.871,0.514,117,0.063,0,10,1.652,1.09,3.704,ONLINE_PORTAL,0,35.26.140.141,0.1618,85.0,438.0,0.19362186788154898,0,low,2025-03-07 17:24:26,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,low,very_high,gt_20,very_low,medium,5663.041884816754,extreme,0.5158712264247117,near_max,0,0,0,0,0,0,0,0,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
70772.85,KRW,2025-03-07 17:24:45,POS_TERMINAL,AE,4900,False,"{'ip': '65.59.233.172', 'score': 0.2169}",DEV-F0C62CB188984E48,MAGSTRIPE,AVS_PASS,MID-BA7F19A3215E,OFFLINE_PIN,True,MOTO_MAIL,False,76,MOBILE_TOKEN,0200-FinReq,5.27,1.31,71180.02,"(75, 436)",30,23,0.657,0.046,82,0.212,0,24,1.223,1.388,0.677,WEARABLE_PAY,0,65.59.233.172,0.2169,75.0,436.0,0.17162471395881007,0,medium,2025-03-07 17:24:45,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,medium,very_high,gt_20,very_low,very_low,11287.535885167466,extreme,0.9942657466835964,near_max,0,1,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
10123.95,USD,2025-03-07 17:26:28,SMART_WATCH,VN,3231,False,"{'ip': '4.189.27.7', 'score': 0.2808}",DEV-E12C3253E3204868,CHIP,BIOMETRIC_FAIL,MID-5398EEA27D42,NONE,False,MOTO_PHONE,False,1842,CRYPTOGRAM_PRESENT,0110-AuthRsp,6.63,1.45,139736.02,"(18, 176)",118,5,0.64,0.389,123,0.092,0,37,3.511,1.248,2.297,ONLINE_PORTAL,0,4.189.27.7,0.2808,18.0,176.0,0.1016949152542373,0,medium,2025-03-07 17:26:28,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,low,very_high,11_20,very_low,medium,1326.8610747051116,extreme,0.07245002076042556,below_half_max,0,0,0,0,0,1,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
187067.98,USD,2025-03-07 17:26:51,IVR_PHONE,BR,3170,True,"{'ip': '191.230.254.167', 'score': 0.0816}",DEV-D13749B806864D20,CHIP,3DS_PASS,MID-FFAC699F8F3D,NONE,False,MOTO_MAIL,False,407,CRYPTOGRAM_PRESENT,0100-AuthReq,5.57,3.56,206419.81,"(32, 209)",5,25,0.176,0.995,83,0.114,0,35,0.501,0.768,0.23,BRANCH_COUNTER,0,191.230.254.167,0.0816,32.0,209.0,0.1523809523809524,0,low,2025-03-07 17:26:51,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,high,gt_20,very_low,high,28473.056316590562,extreme,0.9062457414056267,near_max,0,0,0,1,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
172195.56,VND,2025-03-07 17:27:53,WEB_BROWSER,PH,3187,False,"{'ip': '21.170.141.96', 'score': 0.0794}",DEV-0DA5CA93EE864FE6,QR_CODE,BIOMETRIC_FAIL,MID-F1CFDC194066,NONE,True,MOTO_MAIL,False,3887,FORCE_POST,0110-AuthRsp,20.15,1.79,4814.29,"(96, 472)",53,5,0.966,0.605,54,0.177,0,5,0.94,1.894,3.881,ONLINE_PORTAL,0,21.170.141.96,0.0794,96.0,472.0,0.2029598308668076,0,low,2025-03-07 17:27:53,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,very_high,gt_20,low,high,8141.634042553192,extreme,35.76016397766282,extreme,0,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
152330.29,USD,2025-03-07 17:28:31,IVR_PHONE,VN,7863,False,"{'ip': '74.10.161.138', 'score': 0.0957}",DEV-68FA5ABA13394173,MAGSTRIPE,AVS_FAIL,MID-F1459BFD040E,OFFLINE_PIN,True,MOTO_PHONE,False,706,MOBILE_TOKEN,0420-RepeatRev,5.83,2.7,141135.13,"(37, 45)",15,17,0.947,0.03,160,0.027,0,6,3.271,1.784,2.409,BRANCH_COUNTER,0,74.10.161.138,0.0957,37.0,45.0,0.8043478260869565,0,low,2025-03-07 17:28:31,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,low,very_high,gt_20,high,very_low,22303.11713030747,extreme,1.0793146304918522,above_max,0,1,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
187386.72,CNY,2025-03-07 17:30:24,POS_TERMINAL,MY,4861,False,"{'ip': '34.62.220.101', 'score': 0.1669}",DEV-A8FFAE83014F4F2A,MANUAL_KEYED,3DS_PASS,MID-85158465D46E,ONLINE_PIN,True,MOTO_PHONE,False,1273,MOBILE_TOKEN,0510-AdviceRsp,7.64,1.12,227891.84,"(6, 177)",21,21,0.746,0.372,72,0.067,3,39,1.399,1.553,1.374,MOBILE_APP,0,34.62.220.101,0.1669,6.0,177.0,0.033707865168539325,0,low,2025-03-07 17:30:24,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,low,very_high,6_10,very_low,medium,21688.277777777777,extreme,0.8222580402262748,near_max,0,0,1,0,0,1,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
75350.36,INR,2025-03-07 17:32:13,POS_TERMINAL,TH,4665,True,"{'ip': '143.42.22.236', 'score': 0.4811}",DEV-4283313DBC63454E,CONTACTLESS,AVS_PASS,MID-C096F16ADD7E,ONLINE_PIN,False,MOTO_MAIL,False,4271,E_COMMERCE,0210-FinRsp,5.03,2.69,136713.22,"(39, 334)",34,7,0.147,0.611,86,0.124,0,21,1.758,1.994,3.883,POS_TERMINAL,0,143.42.22.236,0.4811,39.0,334.0,0.11641791044776119,0,medium,2025-03-07 17:32:13,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,medium,very_high,gt_20,very_low,high,12495.913764510778,extreme,0.5511523234378984,near_max,0,0,0,0,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
117864.33,USD,2025-03-07 17:32:14,ATM,CA,5718,False,"{'ip': '206.206.73.185', 'score': 0.1724}",DEV-DB28839FD84948E4,MAGSTRIPE,BIOMETRIC_PASS,MID-140ED4A0561F,SIGNATURE,False,INSTALLMENT_PLAN,False,3673,CARD_PRESENT,0110-AuthRsp,7.12,1.86,159954.98,"(57, 405)",65,25,0.068,0.283,161,0.221,0,29,0.921,1.945,4.93,WEARABLE_PAY,0,206.206.73.185,0.1724,57.0,405.0,0.14039408866995073,0,low,2025-03-07 17:32:14,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,very_high,gt_20,very_low,low,14515.311576354678,extreme,0.736854789674009,near_max,0,0,0,0,0,0,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
67171.28,SGD,2025-03-07 17:32:59,ATM,SG,4940,True,"{'ip': '159.98.36.21', 'score': 0.5043}",DEV-447974BE1A994518,CONTACTLESS,BIOMETRIC_PASS,MID-5660506C264C,NONE,False,RECURRING_SUBSCRIPTION,False,4219,FALLBACK_MAG,0110-AuthRsp,8.34,1.11,217236.42,"(48, 420)",94,13,0.356,0.139,145,0.248,1,5,1.909,0.836,2.904,BRANCH_COUNTER,0,159.98.36.21,0.5043,48.0,420.0,0.11401425178147269,0,high,2025-03-07 17:32:59,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,high,medium,high,gt_20,very_low,low,7191.785867237687,extreme,0.3092067655747338,below_half_max,0,0,0,0,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
82968.3,CHF,2025-03-07 17:34:44,WEB_BROWSER,JP,3225,True,"{'ip': '12.204.219.16', 'score': 0.3041}",DEV-2834ACDB9F2F48CA,CONTACTLESS,AVS_PASS,MID-3A5BF80165F0,SIGNATURE,False,MOTO_MAIL,False,3925,FORCE_POST,0210-FinRsp,5.98,1.73,225494.17,"(25, 25)",106,4,0.363,0.22,7,0.242,7,40,0.793,0.231,4.124,BRANCH_COUNTER,0,12.204.219.16,0.3041,25.0,25.0,0.9615384615384616,0,medium,2025-03-07 17:34:44,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,medium,low,gt_20,high,low,11886.575931232092,extreme,0.36793825783496825,below_half_max,0,0,1,0,0,1,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
35798.13,USD,2025-03-07 17:36:04,ATM,ID,3231,False,"{'ip': '65.153.40.220', 'score': 0.0285}",DEV-68B37E19C8B44ABA,CONTACTLESS,BIOMETRIC_PASS,MID-72E03899E4B7,SIGNATURE,True,MOTO_PHONE,False,746,CARD_PRESENT,0400-Reversal,7.65,1.31,54539.33,"(1, 162)",32,19,0.97,0.648,20,0.122,2,26,1.029,1.566,1.923,KIOSK,0,65.153.40.220,0.0285,1.0,162.0,0.006134969325153374,0,low,2025-03-07 17:36:04,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,very_high,0_1,very_low,high,4138.512138728323,extreme,0.6563607150891826,near_max,0,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
189755.58,USD,2025-03-07 17:36:08,API_SERVER,VN,5795,False,"{'ip': '35.160.60.25', 'score': 0.3162}",DEV-302C36F33CF8416A,TOKEN_IN_APP,CVV_FAIL,MID-DDE62167AD1A,OFFLINE_PIN,False,MOTO_PHONE,True,2667,FORCE_POST,0110-AuthRsp,6.56,2.4,30178.58,"(93, 181)",63,20,0.822,0.252,0,0.038,0,4,2.722,1.712,4.627,KIOSK,0,35.160.60.25,0.3162,93.0,181.0,0.510989010989011,0,medium,2025-03-07 17:36:08,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,low,very_high,gt_20,medium,low,25099.944444444445,extreme,6.28754873328257,extreme,0,0,0,0,0,0,0,0,0,1,1,0,not_night,0,0,0,0,0,0,0,0,0,0,0
96397.22,GBP,2025-03-07 17:36:43,API_SERVER,MY,7032,False,"{'ip': '41.108.209.64', 'score': 0.1719}",DEV-3902470128F445E4,TOKEN_IN_APP,AVS_PASS,MID-C9BA137B4B03,OFFLINE_PIN,True,RECURRING_SUBSCRIPTION,False,3371,CARD_PRESENT,0420-RepeatRev,5.18,3.69,173002.99,"(81, 180)",86,20,0.654,0.646,100,0.146,0,17,3.956,1.886,3.326,MOBILE_APP,0,41.108.209.64,0.1719,81.0,180.0,0.44751381215469616,0,low,2025-03-07 17:36:43,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,very_high,gt_20,low,high,15598.255663430422,extreme,0.5571965132133658,near_max,0,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
97098.65,EUR,2025-03-07 17:37:21,SMART_WATCH,CN,3205,True,"{'ip': '5.207.159.175', 'score': 0.0929}",DEV-4470B953CD5244D4,MANUAL_KEYED,AVS_PASS,MID-0EE1A8D14E50,SIGNATURE,True,INSTALLMENT_PLAN,False,3704,E_COMMERCE,0210-FinRsp,5.98,1.9,101006.57,"(29, 419)",26,13,0.728,0.086,11,0.217,0,25,3.377,1.364,4.551,MOBILE_APP,0,5.207.159.175,0.0929,29.0,419.0,0.06904761904761905,0,low,2025-03-07 17:37:21,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,very_high,gt_20,very_low,very_low,13910.981375358164,extreme,0.9613007223121989,near_max,0,1,0,0,0,0,0,0,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
26093.08,KRW,2025-03-07 17:37:40,POS_TERMINAL,US,7891,True,"{'ip': '215.157.218.150', 'score': 0.1969}",DEV-A16309F8158B4B50,CONTACTLESS,3DS_FAIL,MID-EC2A143D1002,SIGNATURE,False,MOTO_PHONE,True,3804,MOBILE_TOKEN,0420-RepeatRev,5.18,1.37,126280.43,"(69, 385)",22,15,0.825,0.381,137,0.062,0,16,0.268,0.249,0.987,KIOSK,0,215.157.218.150,0.1969,69.0,385.0,0.17875647668393782,0,low,2025-03-07 17:37:40,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,low,low,gt_20,very_low,medium,4222.181229773463,extreme,0.206626421636182,below_half_max,1,0,0,0,0,0,0,0,0,0,1,0,not_night,0,0,0,0,0,0,0,0,0,0,0
136016.3,USD,2025-03-07 17:38:17,POS_TERMINAL,PH,4333,True,"{'ip': '8.250.41.172', 'score': 0.3299}",DEV-776A47C21E4B4F1B,CHIP,CVV_PASS,MID-62B729329DB3,NONE,False,RECURRING_SUBSCRIPTION,False,2599,E_COMMERCE,0110-AuthRsp,6.3,2.76,249496.67,"(41, 452)",76,14,0.576,0.399,35,0.066,0,24,3.504,0.808,0.56,KIOSK,0,8.250.41.172,0.3299,41.0,452.0,0.09050772626931568,0,medium,2025-03-07 17:38:17,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,low,high,gt_20,very_low,medium,18632.369863013697,extreme,0.5451606021010136,near_max,0,0,1,1,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
49825.19,USD,2025-03-07 17:39:29,API_SERVER,US,5987,True,"{'ip': '0.95.171.68', 'score': 0.5211}",DEV-6328692D700F4FDE,CHIP,BIOMETRIC_FAIL,MID-5811F0569CBE,NONE,True,RECURRING_SUBSCRIPTION,False,717,E_COMMERCE,0100-AuthReq,6.27,2.21,198577.2,"(63, 69)",31,25,0.685,0.299,63,0.41,0,35,2.184,1.883,1.686,CALL_CENTER,0,0.95.171.68,0.5211,63.0,69.0,0.9,0,high,2025-03-07 17:39:29,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,high,high,very_high,gt_20,high,low,6853.533700137552,extreme,0.25090966682143356,below_half_max,0,0,0,0,0,0,1,1,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
173662.33,USD,2025-03-07 17:43:49,POS_TERMINAL,JP,4594,False,"{'ip': '253.204.109.30', 'score': 0.315}",DEV-8A2E117F1F5B4794,TOKEN_IN_APP,CVV_FAIL,MID-F1F22A968B84,ONLINE_PIN,False,SINGLE_PURCHASE,False,1498,MOBILE_TOKEN,0200-FinReq,5.52,1.41,152574.56,"(71, 205)",119,24,0.271,0.341,168,0.063,0,33,2.737,1.89,3.081,ONLINE_PORTAL,0,253.204.109.30,0.315,71.0,205.0,0.3446601941747573,0,medium,2025-03-07 17:43:49,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,low,very_high,gt_20,low,medium,26635.326687116565,extreme,1.1382054242501223,above_max,0,0,0,0,0,0,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
79348.27,IDR,2025-03-07 17:44:02,SMART_WATCH,US,5267,False,"{'ip': '242.111.135.155', 'score': 0.2133}",DEV-83A074DCABAD4895,CONTACTLESS,BIOMETRIC_FAIL,MID-4D11F6FFD1DA,NONE,True,MOTO_PHONE,False,83,FORCE_POST,0510-AdviceRsp,7.68,1.07,140572.35,"(90, 236)",86,10,0.107,0.323,38,0.167,2,21,1.255,0.31,2.361,KIOSK,0,242.111.135.155,0.2133,90.0,236.0,0.379746835443038,0,medium,2025-03-07 17:44:02,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,medium,medium,gt_20,low,medium,9141.505760368664,extreme,0.5644616849495299,near_max,0,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
13492.35,GBP,2025-03-07 17:44:09,ATM,BR,4993,False,"{'ip': '222.134.8.61', 'score': 0.4042}",DEV-2E3BF13C159F4DCE,MAGSTRIPE,3DS_FAIL,MID-4F6CC41F0A8A,NONE,True,MOTO_PHONE,False,2722,CRYPTOGRAM_PRESENT,0510-AdviceRsp,5.29,1.48,60458.62,"(60, 423)",55,25,0.429,0.674,56,0.058,0,2,0.818,0.56,2.128,POS_TERMINAL,0,222.134.8.61,0.4042,60.0,423.0,0.14150943396226415,0,medium,2025-03-07 17:44:09,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,low,medium,gt_20,very_low,high,2145.047694753577,extreme,0.2231629970548938,below_half_max,0,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
98873.54,EUR,2025-03-07 17:44:32,ATM,KR,4667,False,"{'ip': '122.20.78.114', 'score': 0.2998}",DEV-E0B5ADBB6BDB470C,MAGSTRIPE,BIOMETRIC_PASS,MID-1E703177D0AD,ONLINE_PIN,True,SINGLE_PURCHASE,False,2096,E_COMMERCE,0500-Advice,5.49,3.12,191706.36,"(33, 332)",79,21,0.53,0.229,175,0.263,0,38,1.464,0.365,2.138,BRANCH_COUNTER,0,122.20.78.114,0.2998,33.0,332.0,0.0990990990990991,0,medium,2025-03-07 17:44:32,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,medium,medium,medium,gt_20,very_low,low,15234.75192604006,extreme,0.5157524468544139,near_max,0,0,0,0,0,1,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
79108.94,EUR,2025-03-07 17:44:49,MOBILE_APP,MY,4227,False,"{'ip': '41.101.186.64', 'score': 0.1725}",DEV-78F5F043E98542BE,CHIP,3DS_FAIL,MID-5D324E9549DB,ONLINE_PIN,True,RECURRING_SUBSCRIPTION,False,114,MOBILE_TOKEN,0110-AuthRsp,17.46,1.52,47973.39,"(13, 126)",62,7,0.821,0.4,24,0.142,0,17,0.561,0.782,0.303,ONLINE_PORTAL,0,41.101.186.64,0.1725,13.0,126.0,0.10236220472440945,0,low,2025-03-07 17:44:49,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,high,11_20,very_low,medium,4285.424702058504,extreme,1.6489827176541485,above_max,0,0,0,1,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
137733.96,EUR,2025-03-07 17:44:53,SMART_WATCH,CN,5540,False,"{'ip': '222.28.230.156', 'score': 0.1893}",DEV-798FA7D5CD4541AE,CHIP,BIOMETRIC_PASS,MID-8A2C927E74D5,NONE,True,MOTO_PHONE,True,3243,FORCE_POST,0200-FinReq,20.79,1.06,243517.5,"(20, 30)",105,20,0.394,0.681,9,0.203,0,26,1.073,1.14,1.146,MOBILE_APP,0,222.28.230.156,0.1893,20.0,30.0,0.6451612903225806,0,low,2025-03-07 17:44:53,17,4,Friday,0,0,3,7,2025,afternoon,0.0,0,0,0,0,0,low,medium,very_high,11_20,medium,high,6320.971087654887,extreme,0.5655995745703098,near_max,0,0,1,0,0,0,0,0,0,1,1,1,not_night,0,0,0,0,0,0,0,0,0,0,0
